DATA_VOLUME_WEEKDAYS,social_networks_and_messengers_count,DATA_VOLUME_WEEKENDS,CALCULATION_METHOD_ID,video_content_and_streaming_count,cloud_services_and_email_count,phone_value,device_type_rus_smartphone,ecommerce_score,device_type_rus_phone,online_services_and_digital_stores_count,lifetime,how_long_same_model,AVG_ARPU,SCORING,maps_and_transport_count,calls_count_in_weekdays,calls_count_in_weekends,dating_and_social_platforms_count,calls_count_out_weekdays,target
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,156.3,8.0,18.301583333,2,0.0,0.0,0.0,0.0,0.0,6
0.0,0.0,0.0,0,0.0,0.0,2.0,True,0,False,0.0,208.66666667,5.0,95.165233333,3,0.0,7.7,8.5,0.0,12.39,5
108.134,313.76,44.989,0,33.39,24.39,3.0,True,0,False,0.32,72.06666666699999,5.0,103.90540833,2,0.0,15.09,15.5,0.06,6.78,2
7.205,26.9,23.618,0,15.97,278.45,3.0,True,1,False,0.03,140.83333333,25.0,48.916633333,3,0.0,13.3,1.38,0.0,4.09,4
62.01600000000001,1221.19,28.833,1,70.19,352.58,3.0,True,1,False,0.03,29.933333333,25.0,46.328008333,1,0.0,6.96,0.63,0.0,5.0,5
169.921,165.29,217.838,0,26.55,125.71,3.0,True,0,False,0.0,190.5,17.0,115.536575,3,0.0,5.7,4.13,0.0,6.48,3
111.35,625.41,96.857,0,32.29,423.28999999999996,3.0,True,1,False,0.94,161.03333333,10.0,47.874541667,3,0.0,10.3,5.25,0.0,5.74,4
0.0,0.19,0.363,1,1.19,2.9299999999999997,3.0,True,0,False,0.0,178.9,16.0,79.177458333,3,0.0,1.65,1.88,0.0,4.57,6
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,False,0.0,141.56666667,13.0,21.806891667,0,0.0,0.22,0.5,0.0,0.48,6
0.0,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,138.96666667,4.0,30.9825,2,0.0,1.3,1.0,0.0,1.0,6
0.002,0.0,0.053,1,0.0,0.03,3.0,True,0,False,0.0,95.133333333,25.0,47.418316667,1,0.0,0.78,0.5,0.0,1.52,6
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,False,0.0,171.16666667,13.0,50.784566667,2,0.0,0.78,0.88,0.0,4.61,6
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,False,0.0,161.5,11.0,103.660225,3,0.0,31.43,6.13,0.0,27.78,5
63.69600000000001,717.0400000000001,47.808,1,62.94,315.96999999999997,3.0,True,0,False,0.0,187.66666667,1.0,25.933266667,2,0.0,14.3,6.88,0.0,7.13,5
74.465,150.91000000000003,85.354,1,16.97,16.52,2.0,True,0,False,34.81,118.36666667,19.0,202.06111667,4,11.03,21.7,11.5,0.0,25.91,4
0.306,0.77,0.362,1,0.0,0.0,3.0,True,0,False,0.26,171.3,24.0,26.777758333,2,0.0,1.65,3.25,0.0,2.0,4
6.8370000000000015,23.830000000000002,9.933,0,2.58,39.07,3.0,True,0,False,0.0,168.76666667,1.0,34.090941667,3,0.0,2.0,1.88,0.0,0.7,5
0.8190000000000001,8.0,2.022,1,0.71,19.48,3.0,True,0,False,0.0,19.766666667,4.0,86.07845833299999,3,0.0,5.0,0.88,0.0,4.22,3
66.26100000000001,205.67,44.17100000000001,0,30.29,196.03,3.0,True,1,False,0.0,54.666666667,16.0,105.74143333,2,0.0,5.39,4.63,0.0,4.22,3
82.162,544.22,18.458,0,16.87,618.58,3.0,True,1,False,3.81,177.43333333,22.0,68.60325,3,0.0,6.26,5.63,0.0,6.78,4
0.0,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,114.26666667,16.0,35.761575,3,0.0,1.0,1.0,0.0,0.57,6
0.363,1.16,0.0,0,0.9,1.35,3.0,True,1,False,0.0,153.13333333,20.0,11.067691667,1,0.0,0.52,0.63,0.0,0.7,1
1.306,3.0200000000000005,1.666,1,0.16,3.97,3.0,True,0,False,3.19,159.96666667,7.0,51.628758333,3,5.61,2.04,0.38,0.0,1.52,6
20.322,133.73999999999998,49.627,1,8.97,76.38,3.0,True,0,False,0.19,78.2,17.0,44.481308333,3,0.0,1.87,2.88,0.29,1.57,5
113.871,399.26000000000005,71.278,0,3.19,237.16,3.0,True,0,False,0.0,154.23333333,7.0,12.572283333,1,0.0,15.3,15.5,0.0,14.17,3
131.946,293.2199999999999,115.261,0,39.94,351.58,3.0,True,1,False,0.48,177.06666667,24.0,118.58285833,4,0.0,6.7,2.63,0.0,6.91,3
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,True,0.0,20.8,20.0,13.472533333,0,0.0,0.3,0.13,0.0,0.0,4
340.335,459.93,218.085,0,56.84,1090.6100000000001,3.0,True,1,False,8.549999999999999,98.166666667,12.0,6.7497083333,1,0.0,11.43,12.75,0.0,5.3,2
32.925,74.38,14.168,0,41.19,204.62,3.0,True,1,False,0.0,201.2,6.0,8.1450833333,2,0.0,8.39,5.13,0.0,10.91,5
0.5820000000000001,1.68,0.903,1,0.23,2.29,3.0,True,0,False,0.0,57.5,24.0,33.191583333000004,3,0.0,2.74,1.75,0.0,3.65,5
38.522,220.78,62.195,0,206.65,319.03,3.0,True,1,False,0.0,127.8,18.0,29.748533333,1,0.0,1.83,0.63,0.0,7.0,3
34.261,21.900000000000002,54.18600000000001,1,6.74,36.13,3.0,True,1,False,0.0,43.133333333,14.0,50.719216667,1,0.0,3.65,2.0,0.0,7.65,2
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,29.533333333,25.0,8.4969416667,2,0.0,0.09,0.0,0.0,0.04,3
141.37,200.05999999999997,27.567,0,103.52,49.35,3.0,True,0,False,41.06,60.133333333,25.0,124.90295833,2,28.23,1.43,2.5,0.0,2.61,5
93.962,372.1600000000001,56.578,1,13.81,234.60999999999999,3.0,True,1,False,0.03,166.6,9.0,53.497341667,1,0.0,3.48,2.0,0.0,9.17,5
106.213,116.39,34.349000000000004,0,19.39,231.39000000000001,3.0,True,1,False,0.0,165.6,9.0,49.060325,4,0.0,15.83,13.25,0.0,13.0,4
184.596,273.71,47.768,0,3.39,78.71,3.0,True,0,False,0.06,36.033333333,23.0,73.848741667,3,0.0,5.52,2.25,0.0,3.96,3
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,19.566666667,7.0,1.7703,1,0.0,0.48,0.13,0.0,0.0,1
0.008,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,154.83333333,25.0,43.09285,3,0.0,3.13,0.75,0.0,3.17,5
4.581,17.55,0.0,1,4.0,24.94,3.0,True,0,False,0.74,128.06666667,24.0,76.745808333,3,0.0,10.87,4.25,0.0,7.43,4
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,False,0.0,142.5,25.0,2.6666666667,0,0.0,0.09,0.25,0.0,0.0,4
57.41,84.36,102.425,0,15.35,26.740000000000002,2.0,True,1,False,18.35,99.766666667,11.0,106.86345,2,8.94,3.04,3.75,0.0,3.65,3
429.856,322.94,400.336,0,52.94,235.26,3.0,True,1,False,139.29,134.33333333,25.0,214.04758333,3,20.32,6.74,2.38,0.0,12.61,4
15.647,17.54,56.244,1,23.77,12.64,2.0,True,0,False,12.42,172.0,6.0,50.70545,3,2.71,1.61,1.0,0.0,1.61,6
18.098,4.3500000000000005,0.039,0,2.55,37.0,3.0,True,0,False,0.0,34.666666667,13.0,86.22678333299999,2,0.0,3.61,1.88,0.0,12.04,4
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,True,0.0,174.86666667,16.0,13.6301,0,0.0,1.22,2.25,0.0,1.39,3
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,73.533333333,14.0,165.200675,3,0.0,6.74,5.0,0.0,14.13,5
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,False,0.0,172.03333333,19.0,56.040766667,1,0.0,0.26,0.0,0.0,0.26,4
18.498,41.78,26.479,1,5.13,62.9,3.0,True,1,False,0.0,114.23333333,8.0,55.214375,1,0.0,3.3,1.88,0.0,3.7,5
0.921,4.260000000000001,1.411,1,1.29,19.490000000000002,3.0,True,0,False,0.0,142.26666667,3.0,77.513483333,3,0.0,17.09,8.75,0.0,12.83,5
138.143,76.42,56.246,0,182.71,68.61,4.0,False,1,False,0.0,152.93333333,22.0,100.75954167,2,0.0,7.91,5.88,0.0,9.04,5
100.325,240.45000000000002,144.165,0,36.06,315.25,3.0,True,1,False,0.0,143.06666667,7.0,67.499675,3,0.0,11.04,9.63,0.0,11.13,3
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,True,0.0,170.0,24.0,34.136325,0,0.0,7.35,4.25,0.0,7.17,4
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,False,0.0,31.933333333,25.0,13.790525,0,0.0,1.48,1.13,0.0,1.0,6
0.0,0.0,0.0,0,0.0,0.0,2.0,True,0,False,0.0,161.63333333,22.0,36.248691667,2,0.0,3.17,2.88,0.0,1.83,3
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,148.93333333,1.0,109.60079167,1,0.0,9.61,4.63,0.0,3.74,4
61.042,74.38,17.417,0,6.81,103.45,3.0,True,1,False,0.0,87.5,10.0,72.853316667,2,0.0,3.04,2.25,0.0,4.78,3
0.011,2.39,0.0,1,0.0,1.61,3.0,True,0,False,0.0,99.666666667,10.0,70.882508333,2,0.0,21.91,10.75,0.0,0.0,5
15.508,1.48,20.036,0,5.29,4.13,3.0,True,0,False,0.0,52.033333333,7.0,53.790175,3,0.0,16.78,15.5,0.0,30.04,3
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,156.86666667,25.0,23.885483333000003,1,0.0,0.0,0.25,0.0,0.0,4
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,125.9,9.0,55.4989,1,0.0,7.17,4.13,0.0,6.78,5
0.0,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,195.23333333,25.0,51.7647,3,0.0,6.17,3.0,0.0,4.3,5
78.884,72.50999999999999,99.21,1,4.03,35.84,2.0,True,0,False,22.19,64.266666667,20.0,58.69015,4,8.42,1.78,1.88,0.0,2.17,4
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,44.366666667,25.0,34.625716667,0,0.0,3.17,1.38,0.0,3.3,5
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,214.86666667,2.0,73.081083333,4,0.0,6.83,1.25,0.0,5.48,5
0.0,0.0,0.0,1,0.0,0.0,2.0,True,0,False,0.0,12.533333333,12.0,183.68155,4,0.0,10.09,3.63,0.0,7.09,3
0.0,0.0,0.0,0,0.0,0.0,2.0,True,0,False,0.0,46.266666667,7.0,126.24795,2,0.0,2.13,1.38,0.0,2.0,3
0.245,5.319999999999999,3.832,0,2.23,15.65,3.0,True,1,False,0.23,17.166666667,17.0,82.570408333,2,0.0,1.91,0.88,0.0,1.52,3
5.0680000000000005,12.55,0.0,0,0.84,3.91,1.0,True,0,False,0.06,154.86666667,25.0,46.887958333,2,0.0,1.83,1.13,0.0,1.83,3
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,43.466666667,10.0,34.082483333,2,0.0,0.91,0.5,0.0,0.96,6
224.005,244.19,878.6410000000003,0,4.07,237.12,1.0,True,1,False,115.74,31.033333333,9.0,115.791825,4,22.41,3.04,2.75,0.0,1.78,2
12.15,109.17000000000002,19.513,0,4.9,80.06,3.0,True,1,False,0.0,45.1,25.0,99.999466667,2,0.0,0.78,0.13,0.0,1.0,3
43.25,194.35999999999999,36.591,1,2.58,107.48,3.0,True,1,False,0.1,165.26666667,5.0,32.805683333000005,2,0.0,10.39,2.25,0.0,12.13,5
235.652,9.1,295.647,0,111.68,93.97000000000001,3.0,True,0,False,0.0,150.36666667,24.0,123.832925,3,0.0,10.83,7.25,0.0,13.39,4
10.963,45.94,6.597,0,60.87,401.58,3.0,True,1,False,0.0,170.6,17.0,110.26105833,3,0.0,22.43,17.13,0.0,16.74,5
249.306,258.34,104.057,0,48.510000000000005,502.25,3.0,True,1,False,1.71,200.13333333,25.0,92.831908333,3,0.0,18.65,3.75,0.0,25.65,4
16.971,157.42000000000002,19.081,0,34.23,153.26000000000002,3.0,True,0,False,0.0,170.26666667,10.0,62.214008333,2,0.0,5.04,7.38,0.0,10.74,3
0.262,2.0,0.087,1,0.0,8.77,3.0,True,0,False,0.0,74.533333333,25.0,37.21485,1,0.0,6.43,11.88,0.0,8.13,4
30.664,40.059999999999995,23.728,0,0.35,30.9,3.0,True,1,False,0.0,158.56666667,10.0,49.082433333,3,0.0,4.43,2.25,0.0,6.43,5
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,164.96666667,3.0,27.760116667,1,0.0,0.65,0.5,0.0,0.04,5
245.702,51.46,162.81,0,160.97,235.03,3.0,True,1,False,0.0,178.83333333,1.0,70.100991667,3,0.0,1.87,1.0,0.0,1.09,4
101.876,173.45,44.682,1,145.68,114.45,3.0,True,1,False,0.0,8.0666666667,8.0,0.0,1,0.0,2.09,3.38,0.0,0.7,4
5.704,9.43,9.259,0,0.52,19.07,3.0,True,1,False,0.0,123.06666667,25.0,51.457333333,1,0.0,1.83,1.38,0.0,1.39,2
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,True,0.0,118.13333333,19.0,2.666475,0,0.0,0.0,0.0,0.0,0.17,4
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,True,0.0,187.8,24.0,39.916316667,2,0.0,1.43,0.75,0.0,1.35,6
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,169.6,3.0,0.4582583333,1,0.0,0.26,0.13,0.0,0.09,4
1.6780000000000002,1.0,10.468,0,0.0,1.97,2.0,True,0,False,13.32,178.3,7.0,65.700891667,2,1.77,0.35,0.25,0.0,0.09,4
37.378,101.83999999999999,17.998,0,13.55,170.0,3.0,True,1,False,0.0,104.53333333,15.0,140.34919167,3,0.0,8.13,5.38,0.0,8.43,4
0.0,0.0,0.0,1,0.0,0.0,2.0,True,1,False,0.0,196.96666667,6.0,92.901475,4,0.0,3.0,1.5,0.0,2.57,6
9.293,15.129999999999999,2.161,1,0.45,13.35,2.0,True,0,False,13.2,126.86666667,24.0,62.574983333,3,10.94,6.48,1.75,0.0,8.74,5
35.244,290.58,90.713,0,51.77,118.16,3.0,True,0,False,0.0,75.4,13.0,52.393616667,1,0.0,4.74,3.88,0.0,6.3,3
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,False,0.0,54.2,25.0,19.105608333,0,0.0,1.09,0.25,0.0,0.43,6
3.87,24.68,9.308,1,1.03,18.36,3.0,True,0,False,0.0,86.0,8.0,83.701833333,3,0.0,12.7,3.5,0.0,10.78,5
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,113.3,25.0,0.9291416667,2,0.0,1.22,0.75,0.0,0.61,3
9.226,34.870000000000005,13.984000000000002,0,11.0,202.13000000000002,3.0,True,1,False,0.0,142.86666667,6.0,80.389091667,3,0.0,1.52,2.13,0.0,2.61,4
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,80.366666667,25.0,24.902141667,0,0.0,5.13,3.63,0.0,6.83,6
143.145,253.42999999999998,222.507,0,0.81,19.97,2.0,True,0,False,29.42,80.6,8.0,55.74955,2,2.06,7.04,6.0,0.0,15.7,1
32.044000000000004,33.550000000000004,20.966,0,1.03,117.45,2.0,True,1,False,18.35,58.166666667,10.0,73.226408333,3,6.26,3.17,4.0,0.0,2.74,5
2.341,3.1,2.336,0,4.06,1.77,3.0,True,0,False,0.0,160.2,19.0,1.0413916667,1,0.0,8.43,4.25,0.0,3.48,4
50.172,14.870000000000001,41.883,0,49.0,66.61,3.0,True,0,False,0.0,160.7,23.0,68.539683333,2,0.0,8.65,9.0,0.0,7.04,4
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,119.86666667,7.0,62.749133333,2,0.0,0.91,0.88,0.0,1.87,5
111.29,143.57999999999998,91.247,0,88.32,196.36,3.0,True,0,False,0.0,154.2,5.0,69.90245,2,0.0,7.0,6.0,0.0,4.96,4
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,False,0.0,46.533333333,25.0,13.908383333,0,0.0,0.61,0.25,0.0,1.22,6
23.239,30.970000000000002,2.32,0,5.29,23.58,3.0,True,1,False,15.58,137.56666667,25.0,21.333066667,1,2.77,6.13,2.75,0.0,5.65,4
9.191,60.29,7.947999999999999,0,6.16,47.900000000000006,3.0,True,1,False,0.0,63.9,8.0,46.984083333,1,0.0,1.04,1.0,0.0,1.04,3
19.767,49.620000000000005,5.749,0,0.77,61.81,2.0,True,1,False,35.1,114.93333333,25.0,53.660766667,3,12.39,3.57,3.13,0.0,3.17,5
2.4930000000000003,3.51,5.057,0,4.68,81.23,3.0,True,0,False,0.0,214.86666667,16.0,77.707708333,4,0.0,3.26,0.88,0.0,2.78,4
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,139.03333333,25.0,9.1639,0,0.0,0.39,0.13,0.0,0.22,6
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,173.53333333,12.0,56.576216667,2,0.0,0.35,0.13,0.0,0.7,6
69.541,566.96,36.797,1,23.84,375.73999999999995,2.0,True,1,False,8.969999999999999,92.266666667,19.0,132.35318333,4,0.0,29.87,31.25,0.0,23.52,4
0.004,1.97,0.992,0,0.81,13.0,3.0,True,1,False,0.0,31.166666667,16.0,23.967616667,1,0.0,1.09,0.63,0.0,0.78,3
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,True,0.0,161.3,8.0,2.6247833333,0,0.0,0.57,0.5,0.0,0.04,3
2.024,24.74,0.277,0,0.39,40.42,3.0,True,1,False,0.0,84.1,8.0,61.540891667,3,0.0,7.61,1.88,0.0,4.0,5
73.532,187.94,61.845,0,21.48,468.77,3.0,True,1,False,0.35,65.56666666699999,11.0,87.8307,2,0.06,1.61,1.25,0.0,3.74,3
4.232,2.7399999999999998,0.0,1,1.23,8.040000000000001,3.0,True,0,False,0.0,141.96666667,4.0,54.444391667,3,0.0,2.87,0.75,0.0,6.17,4
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,125.6,10.0,48.039516667,3,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,143.1,1.0,32.630841667,1,0.0,1.7,1.63,0.0,1.09,5
23.00800000000001,132.22,38.76300000000001,0,0.97,28.9,3.0,True,0,False,0.0,30.1,3.0,64.900175,2,0.0,3.13,2.0,10.03,3.17,2
40.066,108.46,86.22399999999998,0,14.48,139.12,3.0,True,1,False,0.06,74.266666667,9.0,40.747325,1,0.0,7.52,4.0,0.0,5.74,4
215.082,307.28,377.649,0,100.87,462.23,3.0,True,1,False,6.1,65.233333333,23.0,75.954433333,3,0.0,0.83,0.0,0.0,0.43,1
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,127.56666667,19.0,9.1650583333,2,0.0,8.0,7.88,0.0,2.3,3
218.877,370.7099999999999,130.60399999999998,1,90.06,554.42,3.0,True,1,False,10.06,96.033333333,1.0,128.01068333,4,0.0,11.39,3.75,0.0,8.96,4
0.0,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,168.63333333,3.0,271.42631667,2,0.0,0.13,0.0,0.0,1.26,5
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,73.966666667,25.0,37.7126,0,0.0,3.61,2.13,0.0,6.0,5
137.533,248.26999999999998,201.133,0,310.94,355.42,3.0,True,1,False,75.74,166.43333333,21.0,112.36709167,3,0.0,11.61,16.63,0.0,9.65,3
46.084,160.11999999999998,5.17,1,9.97,108.80000000000001,3.0,True,1,False,0.0,174.03333333,10.0,82.810091667,4,0.0,3.39,0.63,0.0,4.87,5
2.092,1.96,0.11,1,0.13,4.45,3.0,True,0,False,0.0,171.4,25.0,13.856241667,3,0.0,3.43,1.75,0.0,4.0,6
0.199,0.52,0.0,0,0.32,1.52,3.0,True,0,False,0.0,181.43333333,11.0,57.59658333300001,2,0.0,16.26,6.63,0.0,21.87,3
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,75.93333333300001,24.0,33.986875,1,0.0,1.04,1.0,0.0,2.52,6
2.681,8.74,0.897,0,2.35,14.23,3.0,True,0,False,0.0,68.2,4.0,51.120766667,1,0.0,6.7,5.63,0.0,3.83,3
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,126.66666667,15.0,2.4165666667,4,0.0,0.04,0.0,0.0,0.13,6
22.571,144.22,15.254,0,84.68,151.94,3.0,True,1,False,0.0,79.8,18.0,59.8655,2,0.0,3.22,2.25,0.0,3.74,4
0.508,3.06,0.857,0,0.48,14.0,3.0,True,0,False,0.0,23.1,6.0,51.416383333,1,0.0,1.87,1.13,0.0,1.96,3
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,False,0.0,88.53333333299999,22.0,29.025841667,0,0.0,0.04,0.38,0.0,0.0,5
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,57.5,24.0,29.411708333000004,0,0.0,0.87,0.38,0.0,0.61,4
47.217,67.71,66.292,1,7.06,24.06,3.0,True,1,False,28.23,227.3,25.0,58.4403,3,7.06,9.04,2.63,0.0,9.09,5
61.604,259.36,63.976000000000006,0,8.03,514.71,3.0,True,1,False,0.0,55.7,2.0,47.216108333,3,0.0,24.26,17.75,0.0,16.0,3
0.0,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,126.33333333,7.0,80.198083333,2,0.0,2.83,2.75,0.0,2.91,5
110.297,30.96,21.966,0,10.39,24.48,3.0,True,0,False,37.23,29.033333333,25.0,64.916291667,2,5.16,5.35,5.25,0.0,3.91,2
42.37600000000001,244.68,32.117,0,43.61,149.36,3.0,True,1,False,6.65,202.1,25.0,78.95355,3,0.0,2.7,1.38,0.0,2.17,4
43.554,41.84,45.165,0,2.03,147.74,3.0,True,1,False,0.0,116.3,7.0,5.2194416667,1,0.0,6.17,3.25,0.0,2.43,4
26.529,46.220000000000006,10.923,1,5.23,67.19999999999999,3.0,True,1,False,13.29,178.93333333,20.0,49.361225,3,14.35,5.09,4.38,0.0,6.22,5
60.166,185.45999999999998,36.275,1,41.13,162.77,3.0,True,0,False,0.03,83.266666667,16.0,54.9021,1,0.0,2.96,2.88,0.0,5.43,4
0.597,2.35,3.3960000000000004,0,3.48,13.899999999999999,3.0,True,0,False,0.65,154.96666667,24.0,59.41593333300001,3,0.0,1.74,1.75,0.0,1.17,4
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,False,0.0,186.46666667,23.0,73.328066667,1,0.0,3.65,3.38,0.0,2.13,5
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,False,0.0,6.6333333333,6.0,69.964528571,1,0.0,0.96,1.25,0.0,0.0,5
32.888000000000005,76.91999999999999,18.072,0,2.39,13.45,3.0,True,1,False,31.06,202.96666667,6.0,115.9162,3,5.19,5.7,4.63,0.0,4.96,5
0.511,6.87,0.142,0,1.84,5.23,3.0,True,0,False,0.0,80.6,25.0,24.875183333000003,1,0.0,1.48,1.75,0.0,1.74,1
24.37,7.58,0.0,0,3.48,15.68,4.0,False,0,True,0.0,129.5,8.0,1.5414666667,0,0.0,0.22,0.0,0.0,0.09,4
216.138,48.910000000000004,361.068,0,22.45,129.55,3.0,True,0,False,0.19,56.866666667,25.0,117.372425,2,0.0,2.52,2.13,0.0,0.78,2
16.785,67.42,9.889,1,9.55,425.84,3.0,True,0,False,0.0,115.33333333,12.0,12.237275,2,0.0,2.17,1.5,0.0,4.39,5
13.916,19.19,10.321,1,5.65,70.54,3.0,True,0,False,0.0,61.8,23.0,39.690525,1,0.0,9.91,13.13,0.0,14.09,2
60.67,1.19,92.692,0,0.0,12.42,3.0,True,0,False,0.0,188.2,24.0,36.296358333,3,0.0,6.35,7.5,0.0,2.39,5
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,True,0.0,87.3,16.0,29.666533333,0,0.0,5.7,1.13,0.0,4.74,5
13.569,94.77,8.337,0,0.52,42.97,3.0,True,0,False,0.0,67.266666667,25.0,60.092116667,3,0.0,1.17,0.38,0.0,1.48,4
0.0,0.0,0.0,1,0.0,0.0,4.0,False,1,False,0.0,150.43333333,15.0,275.96841667,3,0.0,53.61,14.63,0.0,60.83,5
37.069,122.23,47.382,0,25.0,132.87,3.0,True,0,False,0.0,146.63333333,12.0,57.457583333,2,0.0,5.26,3.5,0.0,3.09,3
8.745,20.09,22.649,1,9.58,38.81,3.0,True,0,False,0.0,209.16666667,24.0,79.605316667,3,0.0,4.26,1.75,0.0,4.09,5
0.001,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,77.56666666699999,12.0,61.715041667,2,0.0,10.57,4.38,0.0,12.48,5
32.742,68.97,38.913,0,2.58,59.059999999999995,3.0,True,1,False,0.0,32.033333333,4.0,125.38865833,3,0.0,5.26,3.88,0.0,5.83,3
12.16,35.769999999999996,6.077000000000001,1,0.84,23.61,3.0,True,0,False,17.26,89.03333333299999,24.0,104.47713333,3,7.81,2.57,2.5,0.0,4.13,3
2.524,138.9,130.95,0,26.45,512.5799999999999,3.0,True,0,False,0.0,9.6666666667,2.0,40.04983,1,0.0,1.57,0.13,0.0,0.48,4
14.466,45.519999999999996,13.555,0,10.0,142.23,3.0,True,0,False,0.0,167.8,3.0,33.624733333,3,0.0,10.78,6.63,0.0,5.43,4
139.599,227.71,62.843,0,22.35,160.91,2.0,True,0,False,60.74,181.43333333,2.0,82.8491,4,33.87,1.57,1.0,0.0,2.09,3
44.415,238.60999999999999,44.027,0,28.35,447.86999999999995,3.0,True,0,False,0.71,172.73333333,11.0,40.125575,3,0.26,3.65,1.25,0.0,2.78,3
0.5479999999999999,2.68,0.1689999999999999,1,4.52,13.77,3.0,True,0,False,0.0,174.4,17.0,53.04028333300001,3,0.0,6.43,3.75,0.0,7.52,5
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,61.3,5.0,51.77638333300001,3,0.0,8.43,4.5,0.0,5.17,4
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,178.56666667,1.0,17.29145,2,0.0,0.52,0.13,0.0,0.26,5
28.522,238.42,37.734,1,1.0,57.77,2.0,True,0,False,40.29,79.7,7.0,261.442575,4,3.9,1.52,1.0,0.0,0.91,3
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,63.133333333,25.0,39.196891667,2,0.0,4.43,2.63,0.0,4.26,5
2.47,6.159999999999999,2.9160000000000004,1,3.39,50.77,3.0,True,0,False,0.0,73.5,25.0,56.871125,2,0.0,3.65,4.5,0.0,4.04,6
0.0,0.0,0.0,1,0.0,0.0,2.0,True,0,False,0.0,129.96666667,20.0,57.286516667,3,0.0,1.78,1.75,0.0,5.83,6
5.04,1.8399999999999999,0.002,0,0.45,9.19,3.0,True,0,False,0.0,53.1,15.0,11.499683333,1,0.0,0.57,1.88,0.0,0.22,1
47.631,288.66999999999996,33.556999999999995,1,32.35,258.62,3.0,True,1,False,0.87,54.033333333,25.0,252.6238,4,0.0,21.83,9.38,0.0,19.57,4
5.525,13.19,1.828,0,14.23,59.36,3.0,True,1,False,0.0,76.6,2.0,87.284608333,2,0.0,12.61,14.38,0.0,5.0,5
80.025,247.93,58.036,0,33.48,213.84,3.0,True,0,False,0.35,174.36666667,24.0,48.266166667,1,0.0,6.04,5.13,0.0,5.65,4
275.774,373.51,226.826,0,2.48,260.36,3.0,True,1,False,44.52,36.533333333,12.0,77.04095,3,28.32,6.7,6.63,0.0,9.43,2
